POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
650-16580,-,0,Grey,SS,N,N,SFMTA,ON,0,1658,SACRAMENTO ST,11247000,Area 3, ,"(37.791564, -122.42076)"
419-12280,-,0,Grey,SS,N,N,SFMTA,ON,0,1228,FRANKLIN ST,5818000,Area 3, ,"(37.786253, -122.423095)"
419-14010,-,0,Grey,SS,N,N,SFMTA,ON,0,1401,FRANKLIN ST,5821000,Area 3, ,"(37.787512, -122.423528)"
419-14030,-,0,Grey,SS,N,N,SFMTA,ON,0,1403,FRANKLIN ST,5821000,Area 3, ,"(37.787569, -122.423539)"
419-14100,-,0,Grey,SS,N,N,SFMTA,ON,0,1410,FRANKLIN ST,5821000,Area 3, ,"(37.787713, -122.42339)"
611-00610,-,0,Grey,SS,N,N,SFMTA,ON,0,61,PARNASSUS AVE,10286000,Area 3, ,"(37.764846, -122.449505)"
490-00030,-,0,Grey,SS,N,N,SFMTA,ON,0,3,IRVING ST,7278000,Area 3, ,"(37.764387, -122.457713)"
521-00470,-,0,Grey,SS,N,N,SFMTA,ON,0,47,KIRKHAM ST,7842000,Area 3, ,"(37.760444, -122.461455)"
440-57050,-,0,Grey,SS,N,N,SFMTA,ON,0,5705,GEARY BLVD,6078101,Area 3, ,"(37.780139, -122.480746)"
419-05020,419-05002,2,Grey,MS,Y,Y,SFMTA,ON,0,502,FRANKLIN ST,5805000,Area 5,Civic Center,"(37.779254, -122.421681)"
419-05090,419-05001,9,Grey,MS,Y,Y,SFMTA,ON,0,509,FRANKLIN ST,5805000,Area 5,Civic Center,"(37.779288, -122.421867)"
446-00230,446-00001,23,Grey,MS,Y,Y,SFMTA,ON,0,23,GROVE ST,6552000,Area 5,Civic Center,"(37.778666, -122.415876)"
472-08260,-,0,Grey,SS,N,N,SFMTA,ON,0,826,HYDE ST,7123000,Area 3, ,"(37.788863, -122.416889)"
363-10160,-,0,Grey,SS,N,N,SFMTA,ON,0,1016,COLUMBUS AVE,4303000,Area 5,Fisherman's Wharf,"(37.804072, -122.41547)"
328-01570,-,0,Black,SS,N,N,SFMTA,ON,0,157,BEALE ST,2864000,MC5,Downtown,"(37.790144, -122.394396)"
651-00268,651-00260,8,Black,MS,N,N,SFMTA,ON,0,26,SANSOME ST,11542000,MC5,Downtown,"(37.791012, -122.400633)"
863-15220,863-15004,22,Grey,MS,N,N,PORT,ON,0,1522,SANSOME ST,11561000,Port 4, ,"(37.80467, -122.403395)"
819-00090,819-00001,9,Grey,MS,N,N,PORT,ON,0,9,BROADWAY,3142000,Port 6, ,"(37.798907, -122.398145)"
109-12160,-,0,Yellow,SS,N,N,SFMTA,ON,0,1216,09TH AVE,431000,Area 3, ,"(37.765444, -122.46634)"
203-49140,-,0,Grey,SS,N,N,SFMTA,ON,0,4914,03RD ST,213201,Area 3, ,"(37.733593, -122.391255)"
382-00040,-,0,Grey,SS,N,N,SFMTA,ON,0,4,DESMOND ST,4720000,Area 3, ,"(37.711436, -122.404946)"
818-01480,818-01004,48,Grey,MS,N,Y,PORT,ON,0,148,BRANNAN ST,3071000,Port 10, ,"(37.784371, -122.389026)"
818-01780,818-01006,78,Grey,MS,N,Y,PORT,ON,0,178,BRANNAN ST,3071000,Port 10, ,"(37.783946, -122.38957)"
818-01800,818-01006,80,Grey,MS,N,Y,PORT,ON,0,180,BRANNAN ST,3071000,Port 10, ,"(37.783922, -122.389601)"
109-02980,-,0,Grey,SS,N,Y,SFMTA,ON,0,298,09TH AVE,424000,Area 3, ,"(37.782984, -122.467573)"
365-05040,-,0,Green,SS,N,N,SFMTA,ON,0,504,CORTLAND AVE,4426000,Area 3, ,"(37.738978, -122.416223)"
365-07070,-,0,Grey,SS,N,N,SFMTA,ON,0,707,CORTLAND AVE,4428000,Area 3, ,"(37.738967, -122.414969)"
365-07090,-,0,Grey,SS,N,N,SFMTA,ON,0,709,CORTLAND AVE,4428000,Area 3, ,"(37.73896, -122.414893)"
606-15410,-,0,Grey,SS,N,N,SFMTA,ON,0,1541,PINE ST,10477000,Area 3, ,"(37.789414, -122.421583)"
613-06480,-,0,Grey,SS,N,N,SFMTA,ON,0,648,PORTOLA DR,10615102,Area 3, ,"(37.74501, -122.452437)"
613-06610,-,0,Grey,SS,N,N,SFMTA,ON,0,661,PORTOLA DR,10615102,Area 3, ,"(37.744789, -122.452523)"
613-06660,-,0,Grey,SS,N,N,SFMTA,ON,0,666,PORTOLA DR,10615102,Area 3, ,"(37.744835, -122.452732)"
542-11080,-,0,Grey,SS,N,N,SFMTA,ON,0,1108,LARKIN ST,8136000,Area 3, ,"(37.788263, -122.418447)"
440-30050,-,0,Grey,SS,N,N,SFMTA,ON,0,3005,GEARY BLVD,6049101,Area 3, ,"(37.781828, -122.451277)"
440-30100,-,0,Grey,SS,N,N,SFMTA,ON,0,3010,GEARY BLVD,6049201,Area 3, ,"(37.78206, -122.451615)"
440-31090,-,0,Grey,SS,N,N,SFMTA,ON,0,3109,GEARY BLVD,6050101,Area 3, ,"(37.781673, -122.452488)"
490-25050,-,0,Grey,SS,N,N,SFMTA,ON,0,2505,IRVING ST,7303000,Area 3, ,"(37.763153, -122.484846)"
490-25200,-,0,Grey,SS,N,N,SFMTA,ON,0,2520,IRVING ST,7303000,Area 3, ,"(37.763268, -122.485351)"
466-01020,-,0,Grey,SS,N,N,SFMTA,ON,0,102,HARTFORD ST,6767000,Area 3, ,"(37.760811, -122.433936)"
540-00100,-,0,Grey,SS,N,N,SFMTA,ON,0,10,LAGUNA ST,7940000,Area 3, ,"(37.77125, -122.425145)"
666-11410,-,0,Grey,SS,N,N,SFMTA,ON,0,1141,SUTTER ST,12329000,Area 3, ,"(37.787769, -122.419533)"
440-33150,-,0,Grey,SS,N,N,SFMTA,ON,0,3315,GEARY BLVD,6052101,Area 3, ,"(37.781369, -122.454871)"
440-33300,-,0,Green,SS,N,N,SFMTA,ON,0,3330,GEARY BLVD,6052201,Area 3, ,"(37.781589, -122.455296)"
440-34160,-,0,Yellow,SS,N,N,SFMTA,ON,0,3416,GEARY BLVD,6054201,Area 3, ,"(37.78152, -122.456202)"
440-35060,-,0,Grey,SS,N,N,SFMTA,ON,0,3506,GEARY BLVD,6055202,Area 3, ,"(37.781486, -122.456975)"
490-14120,-,0,Grey,SS,N,N,SFMTA,ON,0,1412,IRVING ST,7292000,Area 3, ,"(37.763816, -122.473149)"
470-14190,-,0,Grey,SS,N,N,SFMTA,ON,0,1419,HOWARD ST,7056000,Area 3, ,"(37.773596, -122.414791)"
470-14240,-,0,Grey,SS,N,N,SFMTA,ON,0,1424,HOWARD ST,7056000,Area 3, ,"(37.773614, -122.415055)"
470-15020,-,0,Grey,SS,N,N,SFMTA,ON,0,1502,HOWARD ST,7057000,Area 3, ,"(37.773025, -122.415797)"
542-05180,-,0,Grey,SS,N,N,SFMTA,ON,0,518,LARKIN ST,8125000,Area 5,Civic Center,"(37.782908, -122.417367)"
201-00300,-,0,Red,SS,N,Y,SFMTA,ON,0,30,01ST ST,101000,Area 5,Downtown,"(37.790218, -122.398264)"
700-09240,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,924,VALENCIA ST,13067000,Area 5,Mission,"(37.757831, -122.421316)"
700-09380,-,0,Grey,SS,Y,Y,SFMTA,ON,0,938,VALENCIA ST,13068000,Area 5,Mission,"(37.757496, -122.421284)"
700-09420,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,942,VALENCIA ST,13068000,Area 5,Mission,"(37.757424, -122.421277)"
330-05330,-,0,Grey,SS,Y,Y,SFMTA,ON,0,533,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.777618, -122.397263)"
720-07330,-,0,Yellow,SS,N,N,SFMTA,ON,0,733,WASHINGTON ST,13412000,Area 5,Downtown,"(37.795164, -122.405996)"
443-00480,-,0,Grey,SS,N,N,SFMTA,ON,0,48,GOUGH ST,6309000,Area 3, ,"(37.772866, -122.421572)"
209-02200,-,0,Grey,SS,N,N,SFMTA,ON,0,220,09TH ST,451000,Area 2, ,"(37.774559, -122.41277)"
593-04140,-,0,Yellow,SS,N,N,SFMTA,ON,0,414,OFARRELL ST,9727000,Area 2, ,"(37.785992, -122.411888)"
593-05190,-,0,Grey,SS,N,N,SFMTA,ON,0,519,OFARRELL ST,9729000,Area 3, ,"(37.785652, -122.413691)"
350-34420,-,0,Grey,SS,N,N,SFMTA,ON,0,3442,CALIFORNIA ST,3568000,Area 3, ,"(37.786798, -122.451012)"
209-00390,-,0,Grey,SS,N,N,SFMTA,ON,0,39,09TH ST,446000,Area 2, ,"(37.776811, -122.415293)"
470-11960,-,0,Grey,SS,N,N,SFMTA,ON,0,1196,HOWARD ST,7050000,Area 2, ,"(37.776378, -122.411552)"
440-07240,-,0,Grey,SS,N,N,SFMTA,ON,0,724,GEARY ST,6115000,Area 3, ,"(37.786461, -122.415756)"
616-15240,-,0,Grey,SS,N,N,SFMTA,ON,0,1524,POWELL ST,10694000,Area 3, ,"(37.79901, -122.410505)"
423-01600,423-01006,60,Grey,MS,Y,N,SFMTA,ON,0,160,FULTON ST,5881000,Area 5,Civic Center,"(37.779781, -122.416309)"
423-01660,423-01006,66,Grey,MS,Y,N,SFMTA,ON,0,166,FULTON ST,5881000,Area 5,Civic Center,"(37.77977, -122.416397)"
722-16260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1626,WEBSTER ST,13540201,Area 5,Fillmore,"(37.786163, -122.431363)"
691-21050,-,0,Grey,SS,N,Y,SFMTA,ON,0,2105,UNION ST,12871000,Area 3, ,"(37.797199, -122.434139)"
725-01090,-,0,Green,SS,N,Y,SFMTA,ON,0,109,WEST PORTAL AVE,13578101,Area 3, ,"(37.739462, -122.467114)"
111-03960,-,0,Grey,SS,N,N,SFMTA,ON,0,396,11TH AVE,495000,Area 3, ,"(37.781089, -122.469584)"
107-02870,-,0,Grey,SS,N,Y,SFMTA,ON,0,287,07TH AVE,351000,Area 3, ,"(37.783309, -122.465593)"
107-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,07TH AVE,352000,Area 3, ,"(37.782528, -122.465535)"
107-03180,-,0,Grey,SS,N,N,SFMTA,ON,0,318,07TH AVE,352000,Area 3, ,"(37.782374, -122.465386)"
666-00300,-,0,Yellow,SS,N,Y,SFMTA,ON,0,30,SUTTER ST,12316000,Area 5,Downtown,"(37.79015, -122.401744)"
350-00032,350-00030,2,Grey,MS,N,N,SFMTA,ON,0,7,CALIFORNIA ST,3524000,Area 5,Downtown,"(37.793551, -122.396671)"
568-12390,-,0,Grey,SS,N,N,SFMTA,ON,0,1239,MISSION ST,9104000,Area 2, ,"(37.776617, -122.414086)"
331-05850,-,0,Black,SS,Y,N,SFMTA,ON,0,585,BRYANT ST,3284000,MC5,South Embarcadero,"(37.779734, -122.397689)"
418-07320,-,0,Grey,SS,N,N,SFMTA,ON,0,732,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.783148, -122.399888)"
418-07390,-,0,Grey,SS,N,N,SFMTA,ON,0,739,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.782797, -122.400026)"
520-01152,520-01150,2,Red,MS,N,Y,SFMTA,ON,0,115,KEARNY ST,7750000,Area 5,Downtown,"(37.789437, -122.403846)"
520-02031,520-02030,1,Red,MS,N,Y,SFMTA,ON,0,201,KEARNY ST,7751000,Area 5,Downtown,"(37.789978, -122.403957)"
206-00480,-,0,Yellow,SS,N,N,SFMTA,ON,0,48,06TH ST,328000,Area 1, ,"(37.781168, -122.409107)"
568-37330,-,0,Grey,SS,N,N,SFMTA,ON,0,3733,MISSION ST,9145000,Area 3, ,"(37.736335, -122.424255)"
339-03370,-,0,Grey,SS,Y,Y,SFMTA,ON,0,337,BERRY ST,2955000,Area 5,South Embarcadero,"(37.773253, -122.396448)"
339-03350,-,0,Grey,SS,Y,Y,SFMTA,ON,0,335,BERRY ST,2955000,Area 5,South Embarcadero,"(37.773286, -122.396406)"
618-04070,-,0,Yellow,SS,N,N,SFMTA,ON,0,407,PRESIDIO AVE,10765000,Area 3, ,"(37.787924, -122.447002)"
701-02050,701-02001,5,Grey,MS,Y,Y,SFMTA,ON,0,205,VAN NESS AVE,13145101,Area 5,Civic Center,"(37.777517, -122.419894)"
701-05190,701-05003,19,Grey,MS,Y,Y,SFMTA,ON,0,519,VAN NESS AVE,13147101,Area 5,Civic Center,"(37.780634, -122.420524)"
612-19220,-,0,Grey,SS,N,N,SFMTA,ON,0,1922,POLK ST,10574000,Area 3, ,"(37.794667, -122.421432)"
612-14360,-,0,Grey,SS,N,N,SFMTA,ON,0,1436,POLK ST,10569000,Area 3, ,"(37.790381, -122.420569)"
614-10010,-,0,Grey,SS,N,N,SFMTA,ON,0,1001,POST ST,10639000,Area 3, ,"(37.786953, -122.418407)"
462-17260,-,0,Green,SS,N,N,SFMTA,ON,0,1726,HAIGHT ST,6623000,Area 3, ,"(37.769532, -122.451155)"
720-16220,-,0,Grey,SS,N,N,SFMTA,ON,0,1622,WASHINGTON ST,13431000,Area 3, ,"(37.793451, -122.420174)"
720-17380,-,0,Grey,SS,N,N,SFMTA,ON,0,1738,WASHINGTON ST,13432000,Area 3, ,"(37.793198, -122.422174)"
324-07150,-,0,Grey,SS,N,N,SFMTA,ON,0,715,BATTERY ST,2762000,Area 2, ,"(37.798078, -122.401031)"
324-07240,-,0,Grey,SS,N,N,SFMTA,ON,0,724,BATTERY ST,2762000,Area 2, ,"(37.798298, -122.400914)"
502-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,JONES ST,7575000,Area 2, ,"(37.789126, -122.413724)"
614-06000,-,0,Red,SS,N,N,SFMTA,ON,0,600,POST ST,10631000,Area 2, ,"(37.787921, -122.411846)"
651-07140,-,0,Grey,SS,N,N,SFMTA,ON,0,714,SANSOME ST,11553000,Area 2, ,"(37.797084, -122.401873)"
651-08030,-,0,Grey,SS,N,N,SFMTA,ON,0,803,SANSOME ST,11554000,Area 2, ,"(37.79762, -122.402144)"
651-08120,-,0,Grey,SS,N,N,SFMTA,ON,0,812,SANSOME ST,11554000,Area 2, ,"(37.797902, -122.402044)"
651-08140,-,0,Grey,SS,N,N,SFMTA,ON,0,814,SANSOME ST,11554000,Area 2, ,"(37.797957, -122.402055)"
705-14400,-,0,Grey,SS,N,N,SFMTA,ON,0,1440,VALLEJO ST,13107000,Area 3, ,"(37.796986, -122.421693)"
720-02090,720-02001,9,Grey,MS,Y,Y,SFMTA,ON,0,209,WASHINGTON ST,13405000,Area 5,Downtown,"(37.796087, -122.398431)"
720-02150,720-02001,15,Grey,MS,Y,Y,SFMTA,ON,0,215,WASHINGTON ST,13405000,Area 5,Downtown,"(37.796064, -122.39861)"
720-03320,720-03004,32,Grey,MS,Y,Y,SFMTA,ON,0,332,WASHINGTON ST,13405000,Area 5,Downtown,"(37.79606, -122.399528)"
691-06210,-,0,Grey,SS,N,N,SFMTA,ON,0,621,UNION ST,12848000,Area 3, ,"(37.800314, -122.409774)"
705-06290,-,0,Grey,SS,N,N,SFMTA,ON,0,629,VALLEJO ST,13094000,Area 3, ,"(37.798588, -122.408278)"
720-08050,-,0,Grey,SS,N,N,SFMTA,ON,0,805,WASHINGTON ST,13414000,Area 2, ,"(37.795069, -122.406753)"
691-01050,-,0,Grey,SS,N,N,SFMTA,ON,0,105,UNION ST,12833000,Area 3, ,"(37.80131, -122.401808)"
720-04370,720-04005,37,Grey,MS,Y,Y,SFMTA,ON,0,437,WASHINGTON ST,13407000,Area 5,Downtown,"(37.795701, -122.401239)"
571-07150,571-07001,15,Grey,MS,Y,Y,SFMTA,ON,0,715,MONTGOMERY ST,9306000,Area 5,Downtown,"(37.79621, -122.403513)"
705-07090,-,0,Yellow,SS,N,N,SFMTA,ON,0,709,VALLEJO ST,13095000,Area 3, ,"(37.798478, -122.40915)"
350-07350,-,0,Grey,SS,N,N,SFMTA,ON,0,735,CALIFORNIA ST,3535000,Area 2, ,"(37.792233, -122.406996)"
359-08020,-,0,Grey,SS,N,N,SFMTA,ON,0,802,CLAY ST,4089000,Area 2, ,"(37.794286, -122.406442)"
336-13240,-,0,Grey,SS,N,N,SFMTA,ON,0,1324,BUSH ST,3443000,Area 3, ,"(37.788861, -122.419513)"
229-00440,-,0,Green,SS,N,N,SFMTA,ON,0,44,29TH ST,1629000,Area 3, ,"(37.744017, -122.422362)"
415-21190,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,2119,FILLMORE ST,5553000,Area 5,Fillmore,"(37.789471, -122.434021)"
606-23010,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,2301,PINE ST,10486000,Area 5,Fillmore,"(37.787864, -122.433789)"
606-23050,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2305,PINE ST,10486000,Area 5,Fillmore,"(37.787846, -122.433932)"
606-23060,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2306,PINE ST,10486000,Area 5,Fillmore,"(37.787976, -122.43398)"
549-21250,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2125,LOMBARD ST,8460101,Area 5,Marina,"(37.799622, -122.436914)"
549-22040,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2204,LOMBARD ST,8461201,Area 5,Marina,"(37.799709, -122.437973)"
350-14280,-,0,Grey,SS,N,N,SFMTA,ON,0,1428,CALIFORNIA ST,3547000,Area 3, ,"(37.790951, -122.418331)"
350-14330,-,0,Grey,SS,N,N,SFMTA,ON,0,1433,CALIFORNIA ST,3547000,Area 3, ,"(37.790772, -122.41843)"
224-28130,-,0,Yellow,SS,N,N,SFMTA,ON,0,2813,24TH ST,1332000,Area 3, ,"(37.752765, -122.408716)"
472-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,HYDE ST,7117000,Area 3, ,"(37.78375, -122.415848)"
462-04310,-,0,Yellow,SS,N,N,SFMTA,ON,0,431,HAIGHT ST,6607000,Area 3, ,"(37.772123, -122.429828)"
472-03260,-,0,Grey,SS,N,N,SFMTA,ON,0,326,HYDE ST,7117000,Area 3, ,"(37.784204, -122.415939)"
831-02080,-,0,Grey,SS,Y,Y,PORT,ON,0,208,EMBARCADERO SOUTH,12551102,Port 7, ,"(37.791955, -122.391144)"
105-03080,-,0,Grey,SS,N,N,SFMTA,ON,0,308,05TH AVE,279000,Area 3, ,"(37.782768, -122.463267)"
106-03040,-,0,Grey,SS,N,N,SFMTA,ON,0,304,06TH AVE,316000,Area 3, ,"(37.782791, -122.464344)"
360-18380,-,0,Grey,SS,N,N,SFMTA,ON,0,1838,CLEMENT ST,4169000,Area 3, ,"(37.782338, -122.479342)"
360-20190,-,0,Grey,SS,N,N,SFMTA,ON,0,2019,CLEMENT ST,4171000,Area 3, ,"(37.782115, -122.481257)"
383-00490,-,0,Grey,SS,N,N,SFMTA,ON,0,49,DIAMOND ST,4737000,Area 3, ,"(37.760966, -122.437151)"
831-07360,831-07004,36,Grey,MS,N,Y,PORT,ON,0,736,KING ST,7831101,Port 9, ,"(37.780782, -122.388785)"
355-02360,-,0,Grey,SS,N,N,SFMTA,ON,0,236,CHURCH ST,4010000,Area 3, ,"(37.766306, -122.428944)"
818-01370,818-01001,37,Grey,MS,N,Y,PORT,ON,0,137,BRANNAN ST,3071000,Port 10, ,"(37.784492, -122.388596)"
847-00150,-,0,Grey,SS,Y,Y,PORT,ON,0,15,JEFFERSON ST,7455000,Port 1, ,"(37.808511, -122.41299)"
847-00290,-,0,Grey,SS,Y,Y,PORT,ON,0,29,JEFFERSON ST,7455000,Port 1, ,"(37.808447, -122.4135)"
121-03950,-,0,Green,SS,N,N,SFMTA,ON,0,395,21ST AVE,1074000,Area 3, ,"(37.780536, -122.480538)"
818-01240,818-01002,24,Grey,MS,N,Y,PORT,ON,0,124,BRANNAN ST,3071000,Port 10, ,"(37.784681, -122.388629)"
350-28150,-,0,Grey,SS,N,N,SFMTA,ON,0,2815,CALIFORNIA ST,3562000,Area 3, ,"(37.787904, -122.441053)"
664-08100,-,0,Yellow,SS,N,N,SFMTA,ON,0,810,STOCKTON ST,12204000,Area 2, ,"(37.79351, -122.407718)"
725-03840,-,0,Green,SS,N,Y,SFMTA,ON,0,384,WEST PORTAL AVE,13579201,Area 3, ,"(37.736822, -122.470539)"
208-01260,-,0,Grey,SS,N,N,SFMTA,ON,0,126,08TH ST,407000,Area 2, ,"(37.776855, -122.412561)"
208-02030,-,0,Grey,SS,N,N,SFMTA,ON,0,203,08TH ST,409000,Area 2, ,"(37.776116, -122.411326)"
600-08070,-,0,Yellow,SS,N,N,SFMTA,ON,0,807,PACIFIC AVE,10129000,Area 3, ,"(37.796619, -122.408778)"
331-16300,-,0,Grey,SS,N,N,SFMTA,ON,0,1630,BRYANT ST,3304000,Area 3, ,"(37.76598, -122.410609)"
612-09040,-,0,Yellow,SS,N,N,SFMTA,ON,0,904,POLK ST,10559000,Area 3, ,"(37.785188, -122.419511)"
593-09130,-,0,Grey,SS,N,N,SFMTA,ON,0,913,OFARRELL ST,9735000,Area 3, ,"(37.784843, -122.420051)"
591-12090,-,0,Grey,SS,N,N,SFMTA,ON,0,1209,OCEAN AVE,9821101,Area 3, ,"(37.723671, -122.455582)"
591-10170,-,0,Grey,SS,N,N,SFMTA,ON,0,1017,OCEAN AVE,9819101,Area 3, ,"(37.723255, -122.453586)"
306-22120,-,0,Grey,SS,N,N,SFMTA,ON,0,2212,ALAMEDA ST,2136000,Area 3, ,"(37.768443, -122.407134)"
306-22180,-,0,Grey,SS,N,N,SFMTA,ON,0,2218,ALAMEDA ST,2136000,Area 3, ,"(37.76843, -122.407349)"
596-00110,-,0,Grey,SS,N,N,SFMTA,ON,0,11,OTIS ST,10046000,Area 3, ,"(37.772599, -122.419146)"
594-02060,-,0,Grey,SS,N,N,SFMTA,ON,0,206,OLIVE ST,9920000,Area 3, ,"(37.784265, -122.421553)"
701-10290,-,0,Grey,SS,N,N,SFMTA,ON,0,1029,VAN NESS AVE,13152102,Area 3, ,"(37.785482, -122.421504)"
418-06210,-,0,Grey,SS,Y,Y,SFMTA,ON,0,621,FOLSOM ST,5660000,Area 5,South Embarcadero,"(37.78505, -122.397175)"
440-44110,-,0,Grey,SS,N,Y,SFMTA,ON,0,4411,GEARY BLVD,6064101,Area 3, ,"(37.780767, -122.466866)"
440-46280,-,0,Black,SS,N,N,SFMTA,ON,0,4628,GEARY BLVD,6066201,MC3, ,"(37.780921, -122.469477)"
600-04130,-,0,Yellow,SS,N,N,SFMTA,ON,0,413,PACIFIC AVE,10120000,Area 2, ,"(37.797383, -122.402673)"
500-05160,-,0,Yellow,SS,N,N,SFMTA,ON,0,516,JACKSON ST,7367000,Area 5,Downtown,"(37.79638, -122.404113)"
571-09240,-,0,Grey,SS,N,N,SFMTA,ON,0,924,MONTGOMERY ST,9310000,Area 2, ,"(37.798086, -122.40378)"
568-31720,-,0,Grey,SS,N,N,SFMTA,ON,0,3172,MISSION ST,9131000,Area 3, ,"(37.746205, -122.4196)"
440-54140,-,0,Grey,SS,N,N,SFMTA,ON,0,5414,GEARY BLVD,6075201,Area 3, ,"(37.780547, -122.477755)"
650-16370,-,0,Grey,SS,N,N,SFMTA,ON,0,1637,SACRAMENTO ST,11247000,Area 3, ,"(37.791528, -122.420187)"
650-17530,-,0,Grey,SS,N,N,SFMTA,ON,0,1753,SACRAMENTO ST,11248000,Area 3, ,"(37.791269, -122.422248)"
224-27580,-,0,Grey,SS,N,N,SFMTA,ON,0,2758,24TH ST,1331000,Area 3, ,"(37.75294, -122.407655)"
209-03420,-,0,Grey,SS,N,N,SFMTA,ON,0,342,09TH ST,456000,Area 3, ,"(37.772924, -122.41072)"
209-03610,-,0,Grey,SS,N,N,SFMTA,ON,0,361,09TH ST,456000,Area 3, ,"(37.772715, -122.410151)"
464-04310,-,0,Grey,SS,Y,Y,SFMTA,ON,0,431,HAYES ST,6816000,Area 5,Civic Center,"(37.776681, -122.424079)"
464-05250,-,0,Grey,SS,Y,Y,SFMTA,ON,0,525,HAYES ST,6817000,Area 5,Civic Center,"(37.776489, -122.425584)"
607-32160,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3216,PIERCE ST,10445000,Area 5,Marina,"(37.799902, -122.439364)"
209-05270,-,0,Grey,SS,N,N,SFMTA,ON,0,527,09TH ST,459000,Area 3, ,"(37.770756, -122.407693)"
327-15030,-,0,Grey,SS,N,N,SFMTA,ON,0,1503,BROADWAY,3170000,Area 3, ,"(37.795839, -122.42195)"
327-15040,-,0,Grey,SS,N,N,SFMTA,ON,0,1504,BROADWAY,3170000,Area 3, ,"(37.795996, -122.422036)"
324-09190,-,0,Yellow,SS,N,N,SFMTA,ON,0,919,BATTERY ST,2764000,Area 3, ,"(37.800178, -122.401453)"
209-05490,-,0,Grey,SS,N,N,SFMTA,ON,0,549,09TH ST,459000,Area 3, ,"(37.770331, -122.407159)"
209-05520,-,0,Grey,SS,N,N,SFMTA,ON,0,552,09TH ST,459000,Area 3, ,"(37.77017, -122.407264)"
324-10270,-,0,Grey,SS,N,N,SFMTA,ON,0,1027,BATTERY ST,2766000,Area 3, ,"(37.801144, -122.401646)"
605-00380,-,0,Grey,SS,N,N,SFMTA,ON,0,38,PAGE ST,10169000,Area 5,Civic Center,"(37.774182, -122.422066)"
605-00440,-,0,Grey,SS,N,N,SFMTA,ON,0,44,PAGE ST,10169000,Area 5,Civic Center,"(37.774156, -122.422274)"
442-07110,-,0,Grey,SS,Y,N,SFMTA,ON,0,711,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.780698, -122.422522)"
413-22070,-,0,Green,SS,N,Y,SFMTA,ON,0,2207,FILBERT ST,5522000,Area 5,Marina,"(37.797925, -122.436008)"
423-01180,423-01002,18,Grey,MS,Y,N,SFMTA,ON,0,118,FULTON ST,5881000,Area 5,Civic Center,"(37.779877, -122.415536)"
423-01630,423-01003,63,Grey,MS,Y,N,SFMTA,ON,0,163,FULTON ST,5881000,Area 5,Civic Center,"(37.779498, -122.416308)"
722-15060,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1506,WEBSTER ST,13539201,Area 5,Fillmore,"(37.785002, -122.431132)"
722-15140,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,1514,WEBSTER ST,13539201,Area 5,Fillmore,"(37.785204, -122.431173)"
502-27030,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2703,JONES ST,7601000,Area 5,Fisherman's Wharf,"(37.80632, -122.41718)"
644-03440,-,0,Grey,SS,Y,Y,SFMTA,ON,0,344,RITCH ST,11040000,Area 5,South Embarcadero,"(37.77875, -122.393753)"
330-07350,-,0,Grey,SS,N,N,SFMTA,ON,0,735,BRANNAN ST,3083000,Area 3, ,"(37.77398, -122.401879)"
205-06631,205-06630,1,Grey,MS,Y,Y,SFMTA,ON,0,663,05TH ST,307000,Area 5,South Embarcadero,"(37.77589, -122.397753)"
205-06638,205-06630,8,Grey,MS,Y,Y,SFMTA,ON,0,663,05TH ST,307000,Area 5,South Embarcadero,"(37.775626, -122.397421)"
204-00600,-,0,Green,SS,N,N,SFMTA,ON,0,60,04TH ST,251000,Area 5,Downtown,"(37.784512, -122.404442)"
563-03280,563-03004,28,Black,MS,Y,N,SFMTA,ON,0,328,MCALLISTER ST,8893000,MC5,Civic Center,"(37.780503, -122.417561)"
418-06120,-,0,Grey,SS,Y,Y,SFMTA,ON,0,612,FOLSOM ST,5660000,Area 5,South Embarcadero,"(37.785264, -122.39721)"
684-00570,-,0,Grey,SS,Y,Y,SFMTA,ON,0,57,TOWNSEND ST,12655000,Area 5,South Embarcadero,"(37.781096, -122.389757)"
